파일명,cossim,ProductID,CategoryID,카테고리명,성구분
C10100030004-4904810862000.png,-0.29345501498336835,4904810862000,C10100030004,boy-Car/Train,boy
C10100020002-8804275185545.png,-0.09536100844837571,8804275185545,C10100020002,girl-Doll,girl
C10100030004-L000000467908.png,-0.001479197994944758,L000000467908,C10100030004,boy-Car/Train,boy
C10100020002-8809182322526.png,0.29079583926719804,8809182322526,C10100020002,girl-Doll,girl
C10100020002-L000002543208.png,-0.5846583153706364,L000002543208,C10100020002,girl-Doll,girl
C10100020002-L000000521001.png,-0.34966162290334335,L000000521001,C10100020002,girl-Doll,girl
C10100030002-L000000467764.png,-0.787830746035226,L000000467764,C10100030002,boy-Action,boy
C10100030001-8801198121018.png,-0.08026399058635106,8801198121018,C10100030001,boy-RolePlay,boy
C10100030001-8801198121148.png,-0.42330833363986914,8801198121148,C10100030001,boy-RolePlay,boy
C10100020003-8809557510268.png,0.3926425988116411,8809557510268,C10100020003,girl-Deco,girl
C10100020004-8809182325169.png,-0.1495708261881401,8809182325169,C10100020004,girl-DIY,girl
C10100020002-L000002760617.png,-0.21081435669296125,L000002760617,C10100020002,girl-Doll,girl
C10100020003-5037200010268.png,-0.7808438924111172,5037200010268,C10100020003,girl-Deco,girl
C10100020004-8809182325275.png,0.26405066755433537,8809182325275,C10100020004,girl-DIY,girl
C10100020002-0630509390489.png,0.2191388466877857,0630509390489,C10100020002,girl-Doll,girl
C10100030004-8809416350332.png,-0.547943714068186,8809416350332,C10100030004,boy-Car/Train,boy
C10100020004-8809174678440.png,0.15404331492265708,8809174678440,C10100020004,girl-DIY,girl
C10100030001-8801198120868.png,-0.4752338192468061,8801198120868,C10100030001,boy-RolePlay,boy
C10100030004-4904810835028.png,0.05495426030995635,4904810835028,C10100030004,boy-Car/Train,boy
C10100030002-L000000467853.png,0.0027585077314738944,L000000467853,C10100030002,boy-Action,boy
C10100020002-5054131053379.png,-0.6324249030198029,5054131053379,C10100020002,girl-Doll,girl
C10100020002-8804275418506.png,-0.09706603713997305,8804275418506,C10100020002,girl-Doll,girl
C10100030003-0090159810193.png,-0.6381368917271164,0090159810193,C10100030003,boy-Control,boy
C10100020004-L000002628993.png,0.01783649385363872,L000002628993,C10100020004,girl-DIY,girl
C10100030002-L000000467791.png,-0.6954260562069337,L000000467791,C10100030002,boy-Action,boy
C10100030002-8809416350202.png,0.535285800901176,8809416350202,C10100030002,boy-Action,boy
C10100020003-8809174571840.png,-0.8332227101727943,8809174571840,C10100020003,girl-Deco,girl
C10100020002-L000001930612.png,-0.6719797612893319,L000001930612,C10100020002,girl-Doll,girl
C10100020001-L000000553703.png,-0.653301237134864,L000000553703,C10100020001,girl-RolePlay,girl
C10100020003-8806198738334.png,-0.6906419922299435,8806198738334,C10100020003,girl-Deco,girl
C10100030003-8807099011861.png,-0.4881265486669534,8807099011861,C10100030003,boy-Control,boy
C10100020001-L000001408268.png,-0.022923309152652067,L000001408268,C10100020001,girl-RolePlay,girl
C10100030002-4904810970095.png,-0.22354192884080615,4904810970095,C10100030002,boy-Action,boy
C10100030001-L000002812577.png,-0.48619164807273846,L000002812577,C10100030001,boy-RolePlay,boy
C10100030005-0630509690596.png,0.6399320857726782,0630509690596,C10100030005,boy-Figure,boy
C10100020004-8809416256900.png,-0.26982328363873187,8809416256900,C10100020004,girl-DIY,girl
C10100030002-L000000525168.png,-0.8213136663311744,L000000525168,C10100030002,boy-Action,boy
C10100020004-L000002632096.png,0.03736754781389998,L000002632096,C10100020004,girl-DIY,girl
C10100020002-8804275479057.png,-0.022630175686505653,8804275479057,C10100020002,girl-Doll,girl
C10100020002-L000001421643.png,0.003581864761655972,L000001421643,C10100020002,girl-Doll,girl
C10100030005-8809258928652.png,0.3325921581188331,8809258928652,C10100030005,boy-Figure,boy
C10100030004-8809174211524.png,-0.2314298851712825,8809174211524,C10100030004,boy-Car/Train,boy
C10100030004-4904810838371.png,0.023848915117311034,4904810838371,C10100030004,boy-Car/Train,boy
C10100020002-L000001476708.png,-0.7073545051472039,L000001476708,C10100020002,girl-Doll,girl
C10100020002-L000002766887.png,-0.4879200178511164,L000002766887,C10100020002,girl-Doll,girl
C10100020002-0746775315580.png,-0.21056802159219368,0746775315580,C10100020002,girl-Doll,girl
C10100020003-8807633151220.png,-0.05979996366134577,8807633151220,C10100020003,girl-Deco,girl
C10100030002-L000002813768.png,-0.7924312350165063,L000002813768,C10100030002,boy-Action,boy
C10100020003-8809571130305.png,-0.7655100530594777,8809571130305,C10100020003,girl-Deco,girl
C10100020001-8805796000010.png,-0.3240453550242624,8805796000010,C10100020001,girl-RolePlay,girl
C10100020004-4905040313553.png,0.14651772443926567,4905040313553,C10100020004,girl-DIY,girl
C10100030002-8809416350172.png,0.5482412542778927,8809416350172,C10100030002,boy-Action,boy
C10100030002-8809398340307.png,0.5331658742857993,8809398340307,C10100030002,boy-Action,boy
C10100030002-8801198054583.png,-0.03320565408113585,8801198054583,C10100030002,boy-Action,boy
C10100020002-L000002766885.png,0.2873089613488916,L000002766885,C10100020002,girl-Doll,girl
C10100020002-L000000518867.png,-0.5526453622036911,L000000518867,C10100020002,girl-Doll,girl
C10100030004-8809059372654.png,-0.1214251955669733,8809059372654,C10100030004,boy-Car/Train,boy
C10100020002-L000000554009.png,-0.36832145125915017,L000000554009,C10100020002,girl-Doll,girl
C10100020002-L000000556452.png,0.13899767159008244,L000000556452,C10100020002,girl-Doll,girl
C10100020002-L000000553657.png,-0.38609251761273955,L000000553657,C10100020002,girl-Doll,girl
C10100020002-L000002707171.png,-0.28333593707311716,L000002707171,C10100020002,girl-Doll,girl
C10100030002-0043377924418.png,0.05779035949346965,0043377924418,C10100030002,boy-Action,boy
C10100030002-L000000467881.png,-0.1555639007795289,L000000467881,C10100030002,boy-Action,boy
C10100020001-L000000537883.png,0.04987864228496369,L000000537883,C10100020001,girl-RolePlay,girl
