,파일명,cossim
0,C10100020002-L000000549595.png,-0.26945756131260523
1,C10100030004-8809311140519.png,-0.23083346459605103
2,C10100030004-8809285520850.png,-0.618007212750039
3,C10100020003-L000000578099.png,-0.2991907872312086
4,C10100020001-3032163105008.png,0.3219268165432647
5,C10100030005-8809258925262.png,-0.10854198340007366
6,C10100020002-L000002760554.png,-0.18190109203959526
7,C10100030003-8809282303999.png,0.12958776528040045
8,C10100030005-4549660121978.png,-0.46260874968569443
9,C10100030002-L000000467780.png,-0.6693608953837418
10,C10100020001-8809182326807.png,-0.21732465015922825
11,C10100030005-0053941191160.png,0.3396456711931111
12,C10100020002-L000000535156.png,-0.37604150681399046
13,C10100020004-L000002669260.png,0.011755748448901976
14,C10100020002-L000001462780.png,-0.7233189855229127
15,C10100020001-8809250482862.png,-0.12160267476461566
16,C10100030001-8809482992214.png,0.012925847015612696
17,C10100020001-8809226728284.png,-0.3368146852366961
18,C10100030004-8809365533855.png,0.0525107501922004
19,C10100020002-L000001511643.png,-0.6291885624125992
20,C10100020004-4904810883944.png,0.28389655314946877
21,C10100020001-L000002812160.png,-0.7643078832906225
22,C10100020002-L000000518873.png,-0.7569698431023946
23,C10100020002-L000002760576.png,-0.19545151821656412
24,C10100020002-L000002760552.png,-0.6400339101537843
25,C10100030001-L000001544304.png,-0.754031491324307
26,C10100030005-4543112894328.png,0.19194227240894032
27,C10100020004-4905040791191.png,0.32904467940666055
28,C10100020004-L000002628995.png,-0.08782109566293698
29,C10100020001-8809182326784.png,-0.17069580774655313
30,C10100030005-8809601220433.png,0.16995657400364844
31,C10100030001-L000003257630.png,-0.19504019588075844
32,C10100020002-L000002657792.png,-0.350606882102199
33,C10100030005-0630509516438.png,-0.006644027463615086
34,C10100030002-8809482992832.png,0.19388739123845622
35,C10100020002-8809121094842.png,-0.22288722916074874
36,C10100020002-L000001670684.png,-0.5752269315925128
37,C10100020001-L000002813498.png,-0.5475917919639892
38,C10100030002-8809482993983.png,-0.016287919231044
39,C10100020002-0778988543061.png,0.01920832868368588
40,C10100030003-8809194423150.png,0.027090679742539314
41,C10100020004-4904790540318.png,-0.1982784587788815
42,C10100020001-8809482990760.png,-0.27711639306004815
43,C10100020004-4904810834717.png,0.4401399140151634
44,C10100020004-L000000528070.png,-0.32908987712201754
45,C10100020002-L000001477490.png,-0.06890046844046234
46,C10100030002-L000000467876.png,-0.6293110900586932
47,C10100020001-L000002813426.png,-0.1006639088134797
48,C10100030001-8801198121117.png,-0.3911139160035462
49,C10100020002-8809182323189.png,-0.5067582833649227
50,C10100030001-8801198121063.png,-0.241033704168643
51,C10100020002-0039897018386.png,-0.7905279886850695
52,C10100020003-8809319375777.png,-0.3655530513816315
53,C10100020002-L000002732589.png,-0.7807515094988072
54,C10100030001-8809547510742.png,Error
55,C10100020001-L000003257658.png,-0.022655739185079207
56,C10100020002-L000002429997.png,-0.6699087081718815
57,C10100030002-8809519930622.png,-0.06945225604382552
58,C10100020004-L000000528051.png,-0.36836450501226115
59,C10100020003-8809318327135.png,-0.0410662072177957
60,C10100020002-8801198061697.png,-0.08431757232462536
61,C10100020001-L000000553649.png,-0.010410931761726373
62,C10100020003-8804275375304.png,-0.14960000245624097
63,C10100020003-8809526490539.png,0.4198416150531125
64,C10100030004-4006874014446.png,-0.361874959350263
65,C10100030002-8805796990397.png,0.05913346440826443
66,C10100020002-L000001522808.png,-0.7193470176220503
67,C10100030002-8807633301045.png,-0.2329486188698443
68,C10100030004-4904810801177.png,-0.2941291861617621
69,C10100020002-8809058382296.png,-0.12316448825116127
70,C10100020002-L000001473868.png,-0.06814824074310759
71,C10100020002-L000000529436.png,-0.6268140790911891
72,C10100030002-L000000467878.png,-0.3589385520196591
73,C10100020001-8809482990869.png,-0.22793010243554135
74,C10100030005-4543112944849.png,-0.05914205220197564
75,C10100020002-L000000517927.png,-0.6548606857641505
76,C10100020002-L000002760621.png,-0.40445779163121953
77,C10100020002-L000002655197.png,-0.21651750200075676
78,C10100030004-4891813833178.png,0.6644615914926928
79,C10100020004-L000002669255.png,0.21772912031965905
