파일명,cossim
C10100020002-L000000549595.png,0.30838029172372905
C10100020002-L000000549595.png,0.30838029172372905
C10100030004-8809311140519.png,0.3774832204826477
C10100030004-8809285520850.png,-0.34374026732040036
C10100020003-L000000578099.png,0.26004839180984674
C10100020001-3032163105008.png,-0.5579422839012692
C10100030005-8809258925262.png,0.22814667109435743
C10100020002-L000002760554.png,0.641644745426853
C10100030003-8809282303999.png,0.09389356202923496
C10100030005-4549660121978.png,0.5246464303714282
C10100030002-L000000467780.png,0.5378601101271819
C10100020001-8809182326807.png,0.4021732637809552
C10100030005-0053941191160.png,0.23393021677869025
C10100020002-L000000535156.png,0.2678146053917026
C10100020004-L000002669260.png,0.24994247436308561
C10100020002-L000001462780.png,0.4184783399550763
C10100020001-8809250482862.png,0.6297976258219118
C10100030001-8809482992214.png,0.037288181250757675
C10100020001-8809226728284.png,0.510969318374698
C10100030004-8809365533855.png,0.1484635229890113
C10100020002-L000001511643.png,0.5854254105399319
C10100020004-4904810883944.png,0.5035555091672916
C10100020001-L000002812160.png,0.4875425538727723
C10100020002-L000000518873.png,0.3651056957103842
C10100020002-L000002760576.png,0.5635713751477327
C10100020002-L000002760552.png,0.7000313609760073
C10100030001-L000001544304.png,0.3521282133084678
C10100030005-4543112894328.png,-0.20372966005781487
C10100020004-4905040791191.png,-0.15047691115267334
C10100020004-L000002628995.png,-0.1094846131995816
C10100020001-8809182326784.png,0.5962958292488014
C10100030005-8809601220433.png,-0.11619789443782606
C10100030001-L000003257630.png,0.15793387210378057
C10100020002-L000002657792.png,0.4002704520923911
C10100030005-0630509516438.png,0.26453890625779714
C10100030002-8809482992832.png,-0.03963638150583761
C10100020002-8809121094842.png,0.8291147027715121
C10100020002-L000001670684.png,0.5070303874900581
C10100020001-L000002813498.png,0.3150192307527525
C10100030002-8809482993983.png,0.2994378148667038
C10100020002-0778988543061.png,0.40461488367667847
C10100030003-8809194423150.png,0.5920551390743913
C10100020004-4904790540318.png,0.21987505814324818
C10100020001-8809482990760.png,-0.027741106420515017
C10100020004-4904810834717.png,0.022334707162655433
C10100020004-L000000528070.png,-0.0013385315124414068
C10100020002-L000001477490.png,0.41585658179398743
C10100030002-L000000467876.png,0.4354157532196995
C10100020001-L000002813426.png,-0.02132634028655408
C10100030001-8801198121117.png,0.2774356772915314
C10100020002-8809182323189.png,0.2980813438258408
C10100030001-8801198121063.png,0.13059817855345274
C10100020002-0039897018386.png,0.3634435160458011
C10100020003-8809319375777.png,0.44618312982998964
C10100020002-L000002732589.png,0.4871308742892236
C10100030001-8809547510742.png,Error
C10100020001-L000003257658.png,-0.06175356430617822
C10100020002-L000002429997.png,0.5482281461660654
C10100030002-8809519930622.png,0.03219959274036204
C10100020004-L000000528051.png,-0.04455525929437994
C10100020003-8809318327135.png,0.727105795727745
C10100020002-8801198061697.png,0.46359507996456434
C10100020001-L000000553649.png,0.6233066864379375
C10100020003-8804275375304.png,0.6521019663322144
C10100020003-8809526490539.png,-0.1439337578999279
C10100030004-4006874014446.png,0.16669375470305417
C10100030002-8805796990397.png,-0.17106326772031097
